index,team,record,rpi,projections,1st,2nd,3rd,sos,vs_1-5,vs_6-10,vs_11-20,vs_21+,gender,division,web_source,rank,school,conference,road,neutral,home,non_div_i,champ_%_rank,pr,sos-pr,qwf-pr,champ_%,sos-rpi,qwf-rpi,selection,champion_%
150.0,Hood,6-7,0.464,,0.4615,0.4565,0.4814,159.0,0 - 0,0 - 0,0 - 0,58 - 62,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
151.0,Sage,5-7,0.4632,,0.4167,0.4686,0.499,173.0,0 - 0,0 - 0,0 - 0,18 - 44,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
152.0,MSOE,6-6,0.4611,,0.5,0.4324,0.4795,136.0,0 - 0,0 - 0,0 - 4,54 - 54,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
153.0,Rivier,7-6,0.4608,,0.5385,0.4222,0.4603,227.0,0 - 0,0 - 0,0 - 0,67 - 45,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
154.0,Eastern Connecticut,4-9,0.4597,,0.3077,0.536,0.4592,162.0,0 - 0,0 - 0,0 - 2,53 - 63,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
155.0,Augustana,2-7,0.4552,,0.2222,0.5604,0.4776,106.0,0 - 0,0 - 0,1 - 10,54 - 55,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
156.0,Maine Maritime,6-3,0.4548,,0.6667,0.3383,0.476,228.0,0 - 0,0 - 0,0 - 0,35 - 42,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
157.0,Manhattanville,6-7,0.4545,,0.4615,0.4454,0.4658,205.0,0 - 0,0 - 1,0 - 0,43 - 68,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
158.0,Southwestern,2-12,0.4529,,0.1429,0.572,0.525,128.0,0 - 0,0 - 2,0 - 4,47 - 41,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
159.0,Hartwick,3-7,0.4526,,0.3,0.5134,0.4837,146.0,0 - 0,0 - 0,0 - 0,36 - 47,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
160.0,LaGrange,5-8,0.4524,,0.3846,0.4791,0.4668,207.0,0 - 0,0 - 0,0 - 0,19 - 35,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
161.0,Clark,4-8,0.4517,,0.3333,0.4818,0.51,67.0,0 - 2,0 - 0,3 - 7,46 - 48,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
162.0,Hendrix,5-9,0.4511,,0.3571,0.471,0.505,162.0,0 - 0,0 - 0,1 - 0,31 - 54,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
163.0,SUNY Delhi,9-3,0.4494,,0.75,0.309,0.4294,233.0,0 - 0,0 - 0,0 - 0,34 - 31,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
164.0,Lycoming,3-7,0.446,,0.3,0.4981,0.488,139.0,0 - 0,0 - 0,0 - 0,47 - 78,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
165.0,Immaculata,7-5,0.4437,,0.5833,0.3751,0.4415,166.0,0 - 0,0 - 0,0 - 0,37 - 76,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
166.0,University of New England,3-12,0.4404,,0.2,0.5409,0.4797,95.0,0 - 0,0 - 0,0 - 10,58 - 63,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
167.0,Emmanuel (MA),5-9,0.4403,,0.3571,0.4761,0.4517,185.0,0 - 0,0 - 2,0 - 0,52 - 69,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
168.0,Penn College,7-7,0.4402,,0.5,0.4119,0.4372,209.0,0 - 0,0 - 0,0 - 0,26 - 23,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
169.0,Methodist,8-5,0.4394,,0.6154,0.3509,0.4405,151.0,0 - 1,0 - 1,1 - 0,44 - 43,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
170.0,Neumann,8-5,0.4392,,0.6154,0.3449,0.4517,161.0,0 - 0,0 - 0,0 - 0,53 - 69,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
171.0,Coast Guard,2-9,0.4379,,0.1818,0.5327,0.5042,46.0,2 - 4,0 - 1,4 - 10,47 - 37,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
172.0,Carroll,6-5,0.4375,,0.5455,0.3785,0.4474,120.0,0 - 0,0 - 0,0 - 8,14 - 68,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
173.0,Franciscan,9-5,0.437,,0.6429,0.3354,0.4344,152.0,0 - 0,0 - 0,0 - 4,29 - 57,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
174.0,Edgewood,5-9,0.4367,,0.3571,0.4677,0.4542,214.0,0 - 0,0 - 0,0 - 0,15 - 37,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
175.0,Mount St. Vincent,5-6,0.4333,,0.4545,0.4414,0.3957,212.0,0 - 0,0 - 0,0 - 0,21 - 66,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
176.0,Oglethorpe,4-9,0.4328,,0.3077,0.478,0.4675,174.0,0 - 0,0 - 0,0 - 0,21 - 54,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
177.0,Hanover,6-8,0.4311,,0.4286,0.4416,0.4127,156.0,0 - 0,0 - 0,1 - 1,58 - 62,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
178.0,Curry,3-11,0.4307,,0.2143,0.5049,0.4986,101.0,0 - 0,0 - 0,1 - 10,48 - 71,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
179.0,Mount Union,5-8,0.4287,,0.3846,0.4521,0.426,171.0,0 - 0,0 - 0,0 - 2,46 - 59,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
180.0,Utica,4-9,0.4286,,0.3077,0.4552,0.4964,142.0,0 - 1,0 - 0,0 - 0,44 - 64,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
181.0,SUNY Poly,6-5,0.427,,0.5455,0.3811,0.4001,201.0,0 - 1,0 - 0,0 - 0,41 - 36,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
182.0,Gwynedd-Mercy,5-7,0.4244,,0.4167,0.4097,0.4616,167.0,0 - 0,0 - 0,0 - 0,55 - 58,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
183.0,Trine,6-6,0.4241,,0.5,0.3646,0.4671,105.0,0 - 0,0 - 0,0 - 9,55 - 39,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
184.0,Albright,5-8,0.4185,,0.3846,0.3955,0.4984,118.0,0 - 0,0 - 3,0 - 1,43 - 75,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
185.0,Northland,3-7,0.4175,,0.3,0.4714,0.4271,172.0,0 - 0,0 - 0,0 - 2,20 - 54,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
186.0,SUNY Canton,6-4,0.4168,,0.6,0.319,0.4293,196.0,0 - 0,0 - 0,0 - 0,29 - 50,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
187.0,Castleton,3-10,0.4126,,0.2308,0.4905,0.4386,144.0,0 - 2,0 - 0,0 - 0,34 - 84,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
188.0,Southern Maine,5-8,0.4117,,0.3846,0.4131,0.4359,198.0,0 - 0,0 - 0,0 - 0,36 - 70,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
189.0,Regis,5-6,0.4087,,0.4545,0.3881,0.4039,221.0,0 - 0,0 - 0,0 - 0,22 - 61,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
190.0,Greensboro,5-7,0.4081,,0.4167,0.3828,0.45,137.0,0 - 1,0 - 0,0 - 0,40 - 46,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
191.0,Cornell (IA),4-7,0.4034,,0.3636,0.397,0.4559,184.0,0 - 0,0 - 0,0 - 1,27 - 65,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
192.0,Hiram,4-8,0.4031,,0.3333,0.4189,0.441,127.0,0 - 0,0 - 0,0 - 5,27 - 60,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
193.0,Elms,5-6,0.3917,,0.4545,0.3508,0.4106,239.0,0 - 0,0 - 0,0 - 0,5 - 6,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
194.0,Thiel,3-8,0.3892,,0.2727,0.4422,0.3997,170.0,0 - 0,0 - 0,0 - 4,42 - 44,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
195.0,New England College,3-9,0.3853,,0.25,0.4168,0.4574,168.0,0 - 1,0 - 1,0 - 2,49 - 60,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
196.0,Alvernia,4-8,0.3852,,0.3333,0.3731,0.4614,157.0,0 - 0,0 - 0,0 - 0,20 - 91,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
197.0,Wilkes,4-9,0.3846,,0.3077,0.3862,0.4584,194.0,0 - 0,0 - 0,0 - 0,36 - 72,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
198.0,Delaware Valley,4-9,0.3843,,0.3077,0.3943,0.441,135.0,0 - 0,0 - 3,0 - 0,43 - 78,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
199.0,Keystone,6-7,0.3834,,0.4615,0.3493,0.3735,200.0,0 - 0,0 - 0,0 - 0,8 - 78,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
200.0,King's,1-9,0.3822,,0.1,0.4983,0.4323,164.0,0 - 0,0 - 0,0 - 0,28 - 87,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
201.0,Marian,2-8,0.3811,,0.2,0.4308,0.4628,190.0,0 - 0,0 - 0,0 - 1,33 - 40,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
202.0,Fairleigh Dickinson,1-11,0.3797,,0.0833,0.4954,0.4446,140.0,0 - 0,0 - 0,0 - 0,39 - 75,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
203.0,Juniata,2-11,0.3787,,0.1538,0.4573,0.4466,211.0,0 - 0,0 - 0,0 - 0,6 - 37,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
204.0,Averett,2-11,0.3775,,0.1538,0.4539,0.4482,143.0,0 - 0,0 - 0,0 - 4,13 - 40,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
205.0,Cairn,3-7,0.3721,,0.3,0.4004,0.3876,235.0,0 - 0,0 - 0,0 - 0,12 - 26,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
206.0,Huntingdon,3-10,0.3719,,0.2308,0.4124,0.4319,202.0,0 - 0,0 - 0,0 - 0,26 - 61,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
207.0,Heidelberg,4-9,0.3716,,0.3077,0.3865,0.4059,197.0,0 - 0,0 - 0,0 - 0,22 - 76,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
208.0,St. Joseph's (L.I.),1-7,0.3713,,0.125,0.4799,0.4004,199.0,0 - 0,0 - 0,0 - 0,24 - 39,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
209.0,Alma,1-6,0.3705,,0.1429,0.4598,0.4197,92.0,0 - 0,0 - 0,3 - 10,40 - 62,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
210.0,Marywood,3-9,0.3646,,0.25,0.3905,0.4273,165.0,0 - 0,0 - 0,0 - 0,56 - 72,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
211.0,Randolph,4-9,0.3616,,0.3077,0.3437,0.4512,90.0,0 - 0,0 - 0,0 - 11,20 - 71,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
212.0,Husson,4-8,0.3609,,0.3333,0.354,0.4024,230.0,0 - 0,0 - 0,0 - 0,24 - 64,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
213.0,Washington and Jefferson,3-8,0.3553,,0.2727,0.3702,0.408,169.0,0 - 0,0 - 0,0 - 3,37 - 57,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
214.0,Salem State,4-9,0.3539,,0.3077,0.3396,0.4286,204.0,0 - 0,0 - 0,0 - 0,18 - 79,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
215.0,Beloit,2-8,0.352,,0.2,0.3969,0.4144,181.0,0 - 0,0 - 0,0 - 2,21 - 55,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
216.0,Anna Maria,2-12,0.3498,,0.1429,0.4266,0.4031,222.0,0 - 0,0 - 0,0 - 0,22 - 93,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
217.0,Earlham,6-6,0.3467,,0.5,0.2454,0.3962,226.0,0 - 0,0 - 0,0 - 1,17 - 63,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
218.0,Purchase,3-8,0.3435,,0.2727,0.3519,0.3973,216.0,0 - 0,0 - 0,0 - 0,21 - 45,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
219.0,Anderson,5-8,0.3358,,0.3846,0.2835,0.3918,220.0,0 - 0,0 - 0,0 - 0,25 - 44,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
220.0,Rosemont,1-8,0.3357,,0.1111,0.4186,0.3945,160.0,0 - 0,0 - 0,0 - 0,31 - 78,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
221.0,Bethany,4-7,0.3354,,0.3636,0.2919,0.3944,176.0,0 - 0,0 - 0,0 - 6,29 - 60,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
222.0,Mount St. Mary,1-8,0.33,,0.1111,0.373,0.4627,79.0,0 - 2,1 - 5,0 - 0,30 - 54,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
223.0,Albertus Magnus,3-9,0.3274,,0.25,0.3219,0.416,231.0,0 - 0,0 - 0,0 - 0,22 - 79,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
224.0,Bryn Athyn,2-5,0.3262,,0.2857,0.3266,0.3659,147.0,0 - 0,0 - 1,0 - 0,32 - 53,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
225.0,Concordia Chicago,0-9,0.3199,,0.0,0.4303,0.4188,183.0,0 - 0,0 - 0,0 - 1,5 - 75,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
226.0,William Peace,3-7,0.3186,,0.3,0.2793,0.4159,188.0,0 - 0,0 - 0,0 - 1,23 - 36,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
227.0,Thomas,1-5,0.3146,,0.1667,0.375,0.3419,232.0,0 - 0,0 - 0,0 - 0,6 - 53,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
228.0,Centenary (LA),1-9,0.3068,,0.1,0.3571,0.4129,213.0,0 - 0,0 - 0,0 - 0,7 - 46,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
229.0,Wilmington,4-10,0.3048,,0.2857,0.272,0.3894,193.0,0 - 0,0 - 0,0 - 0,29 - 80,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
230.0,Hilbert,2-5,0.3018,,0.2857,0.2728,0.3761,206.0,0 - 0,0 - 0,0 - 0,22 - 41,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
231.0,Brevard,2-8,0.3016,,0.2,0.3195,0.3674,223.0,0 - 0,0 - 0,0 - 0,7 - 37,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
232.0,Mitchell,0-8,0.2995,,0.0,0.4031,0.3919,219.0,0 - 0,0 - 0,0 - 0,11 - 67,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
233.0,Spalding,1-11,0.2935,,0.0833,0.3477,0.3955,234.0,0 - 0,0 - 0,0 - 0,1 - 25,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
234.0,Cobleskill,1-7,0.2906,,0.125,0.3571,0.3231,236.0,0 - 0,0 - 0,0 - 0,12 - 48,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
235.0,Mount St. Joseph,0-11,0.2813,,0.0,0.378,0.3691,208.0,0 - 0,0 - 0,0 - 1,17 - 94,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
236.0,MCLA,1-9,0.274,,0.1,0.3167,0.3626,238.0,0 - 0,0 - 0,0 - 0,5 - 30,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
237.0,Centenary (NJ),1-11,0.2641,,0.0833,0.2862,0.4009,153.0,0 - 0,0 - 0,0 - 0,22 - 78,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
238.0,La Roche,0-9,0.2275,,0.0,0.2896,0.3306,215.0,0 - 0,0 - 0,0 - 0,8 - 73,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
239.0,Warren Wilson,0-8,0.1944,,0.0,0.2226,0.3324,237.0,0 - 0,0 - 0,0 - 0,1 - 27,boys,D3,lacrossereference,,,,,,,,,,,,,,,,
1.0,Middlebury,13-0,0.749,,1.0,0.6687,0.6584,3.0,2 - 0,2 - 0,3 - 0,6 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
2.0,Tufts,11-2,0.7184,,0.8462,0.6963,0.6351,10.0,0 - 2,1 - 0,1 - 0,9 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
3.0,Gettysburg,11-2,0.7179,,0.8462,0.6905,0.6443,5.0,0 - 1,2 - 1,2 - 0,7 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
4.0,Salisbury,10-3,0.7172,,0.7692,0.7254,0.6487,1.0,1 - 1,2 - 1,1 - 1,6 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
5.0,Wesleyan (CT),10-2,0.7127,,0.8333,0.68,0.6577,4.0,2 - 1,0 - 0,2 - 1,6 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
6.0,Washington & Lee,11-3,0.7024,,0.7857,0.7073,0.6092,2.0,1 - 2,2 - 0,0 - 1,8 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
7.0,Franklin & Marshall,12-2,0.6977,,0.8571,0.6531,0.6273,13.0,1 - 1,1 - 1,0 - 0,10 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
8.0,Denison,9-4,0.6838,,0.6923,0.7119,0.6191,8.0,0 - 1,0 - 1,2 - 1,7 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
9.0,Ithaca,11-1,0.683,,0.9167,0.6215,0.5721,42.0,0 - 0,0 - 0,1 - 0,10 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
10.0,College of New Jersey,8-4,0.6784,,0.6667,0.7361,0.5746,28.0,0 - 3,0 - 1,0 - 0,8 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
11.0,Dickinson,8-4,0.6726,,0.6667,0.7202,0.5835,22.0,0 - 1,0 - 1,0 - 1,8 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
12.0,Pomona-Pitzer,12-1,0.6709,,0.9231,0.6013,0.5581,49.0,0 - 0,0 - 0,1 - 0,11 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
13.0,Chicago,6-4,0.6668,,0.6,0.7379,0.5915,29.0,0 - 1,1 - 0,0 - 2,5 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
14.0,Colorado College,10-3,0.6656,,0.7692,0.663,0.5671,24.0,0 - 0,0 - 0,1 - 1,9 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
15.0,Babson,11-2,0.6652,,0.8462,0.6149,0.5847,34.0,0 - 1,0 - 0,1 - 1,10 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
16.0,William Smith,12-2,0.659,,0.8571,0.5956,0.5879,27.0,1 - 1,0 - 1,0 - 0,11 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
17.0,Christopher Newport,11-4,0.659,,0.7333,0.6452,0.6123,16.0,0 - 0,1 - 1,0 - 1,10 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
18.0,Colby,9-4,0.6574,,0.6923,0.6555,0.6262,14.0,1 - 2,0 - 0,0 - 1,8 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
19.0,Haverford,8-4,0.6555,,0.6667,0.676,0.6033,21.0,0 - 1,0 - 0,2 - 0,6 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
20.0,Amherst,8-5,0.6539,,0.6154,0.6934,0.6135,9.0,0 - 2,0 - 0,2 - 0,6 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
21.0,Rhodes,9-3,0.6449,,0.75,0.6295,0.5708,40.0,0 - 0,0 - 0,1 - 2,8 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
22.0,University of Scranton,11-2,0.6439,,0.8462,0.5833,0.563,48.0,0 - 0,0 - 2,1 - 0,10 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
23.0,Shenandoah,10-3,0.6405,,0.7692,0.6028,0.5873,33.0,0 - 0,0 - 1,2 - 1,8 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
24.0,Roanoke,11-3,0.6382,,0.7857,0.5758,0.6155,23.0,0 - 1,1 - 1,0 - 1,10 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
25.0,MIT,12-2,0.6379,,0.8571,0.5554,0.5838,36.0,0 - 1,0 - 0,1 - 1,11 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
26.0,Capital University,9-4,0.6372,,0.6923,0.6422,0.5722,35.0,0 - 0,0 - 1,0 - 0,9 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
27.0,New Paltz,12-1,0.6326,,0.9231,0.5586,0.49,141.0,0 - 0,0 - 0,0 - 0,12 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
28.0,Bowdoin,8-5,0.6265,,0.6154,0.6392,0.6123,15.0,0 - 1,0 - 0,1 - 1,7 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
29.0,Catholic (DC),7-6,0.6242,,0.5385,0.6711,0.6159,12.0,0 - 3,0 - 2,2 - 0,5 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
30.0,Ohio Wesleyan,11-2,0.6227,,0.8462,0.5369,0.5709,53.0,0 - 0,0 - 0,0 - 1,11 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
31.0,Connecticut College,7-6,0.6182,,0.5385,0.6676,0.5993,20.0,0 - 2,0 - 0,0 - 2,7 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
32.0,Muhlenberg,9-3,0.6179,,0.75,0.5694,0.583,55.0,0 - 0,0 - 1,0 - 2,9 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
33.0,Williams,7-5,0.6172,,0.5833,0.6331,0.6191,17.0,0 - 2,0 - 0,1 - 1,6 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
34.0,Stevens,10-2,0.6149,,0.8333,0.5113,0.6035,47.0,0 - 1,0 - 0,1 - 1,9 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
35.0,Trinity,6-6,0.6147,,0.5,0.6633,0.6324,6.0,0 - 2,1 - 0,1 - 1,4 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
36.0,Springfield College,12-2,0.6146,,0.8571,0.5233,0.5546,59.0,0 - 0,0 - 0,0 - 0,12 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
37.0,Hamilton,5-6,0.6133,,0.4545,0.6701,0.6585,7.0,0 - 3,0 - 0,1 - 2,4 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
38.0,George Fox,9-3,0.6104,,0.75,0.6035,0.4848,123.0,0 - 0,0 - 1,0 - 0,9 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
39.0,Coast Guard,9-4,0.6102,,0.6923,0.6071,0.5344,51.0,0 - 0,0 - 0,0 - 1,9 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
40.0,Washington College,7-6,0.61,,0.5385,0.645,0.6116,19.0,0 - 2,0 - 1,0 - 1,7 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
41.0,St. Mary's (MD),7-5,0.6073,,0.5833,0.6539,0.538,43.0,0 - 0,0 - 2,0 - 1,7 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
42.0,Cortland,9-4,0.6037,,0.6923,0.5836,0.5553,52.0,0 - 1,0 - 1,0 - 1,9 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
43.0,Wisconsin Eau Claire,9-3,0.603,,0.75,0.5896,0.4827,125.0,0 - 0,0 - 0,0 - 1,9 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
44.0,Wooster,9-2,0.6021,,0.8182,0.5298,0.5308,127.0,0 - 0,0 - 1,0 - 0,9 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
45.0,Stevenson,9-4,0.5973,,0.6923,0.5605,0.5759,41.0,0 - 2,0 - 0,0 - 0,9 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
46.0,Stockton,13-1,0.5955,,0.9286,0.4608,0.5318,118.0,0 - 0,0 - 1,0 - 0,13 - 0,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
47.0,Geneseo,10-3,0.5954,,0.7692,0.5106,0.5912,61.0,0 - 0,0 - 0,0 - 2,10 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
48.0,Hope College,8-4,0.5948,,0.6667,0.5787,0.555,59.0,0 - 0,0 - 0,0 - 1,8 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
49.0,Cabrini,10-3,0.5901,,0.7692,0.5229,0.5456,67.0,0 - 0,0 - 1,0 - 1,10 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
50.0,Mount Union,8-3,0.59,,0.7273,0.533,0.5667,69.0,0 - 0,0 - 1,0 - 0,8 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
51.0,York,7-6,0.5894,,0.5385,0.6039,0.6112,11.0,0 - 2,0 - 2,2 - 1,5 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
52.0,Kalamazoo,6-1,0.5893,,0.8571,0.5103,0.4793,188.0,0 - 0,0 - 0,0 - 0,6 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
53.0,Endicott,8-6,0.5857,,0.5714,0.6228,0.5258,44.0,0 - 2,0 - 0,0 - 1,8 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
54.0,Berry,11-3,0.5851,,0.7857,0.5289,0.4969,122.0,0 - 0,0 - 0,0 - 0,11 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
55.0,Centre,11-3,0.5846,,0.7857,0.5217,0.5091,103.0,0 - 0,0 - 0,0 - 0,11 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
56.0,Montclair State,7-3,0.5826,,0.7,0.5558,0.5188,134.0,0 - 0,0 - 0,0 - 0,7 - 3,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
57.0,Kenyon,5-5,0.5814,,0.5,0.6443,0.5369,62.0,0 - 0,0 - 0,0 - 1,5 - 4,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
58.0,Lake Forest,11-2,0.5763,,0.8462,0.4791,0.5008,148.0,0 - 0,0 - 0,0 - 1,11 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
59.0,Claremont-Mudd-Scripps,10-3,0.574,,0.7692,0.4856,0.5556,70.0,0 - 0,0 - 0,0 - 2,10 - 1,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
60.0,Rensselaer,4-6,0.573,,0.4,0.6657,0.5607,56.0,0 - 1,0 - 1,0 - 2,4 - 2,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
61.0,Otterbein,7-4,0.5729,,0.6364,0.561,0.5334,84.0,0 - 0,0 - 0,0 - 0,7 - 4,girls,D3,lacrossereference,,,,,,,,,,,,,,,,
