rank,club,rating,link,gender,class,season,web_source
21,Florida Select 2025,93.86,,girls,2025,2023,insidelacrosse
22,Aim 2025,93.4,,girls,2025,2023,insidelacrosse
23,Team Elevate 2025 Blue,93.22,,girls,2025,2023,insidelacrosse
24,LI Jesters 2025 Black,93.19,,girls,2025,2023,insidelacrosse
25,MD United 2025 East,93.0,,girls,2025,2023,insidelacrosse
26,Tradition 2025,92.9,,girls,2025,2023,insidelacrosse
27,GRIT Dallas 2025,92.73,,girls,2025,2023,insidelacrosse
28,Triple Threat Elite 2025 Iron,92.66,,girls,2025,2023,insidelacrosse
29,DEWLAX 2025 BLACK,92.61,,girls,2025,2023,insidelacrosse
30,Philly Blast 2025,92.54,,girls,2025,2023,insidelacrosse
31,BBL Elite 2025 Black,92.53,,girls,2025,2023,insidelacrosse
32,Limitless Elite 2025,92.33,,girls,2025,2023,insidelacrosse
33,STEPS Elite NJ 2025 Carolina,92.3,,girls,2025,2023,insidelacrosse
34,Cav Lax Elite 2025,92.16,,girls,2025,2023,insidelacrosse
35,Oregon Pride 2025,92.15,,girls,2025,2023,insidelacrosse
36,Tenacity Elite National 2025,92.14,,girls,2025,2023,insidelacrosse
37,Phantastix 2025 Purple,92.12,,girls,2025,2023,insidelacrosse
38,Sound Lacrosse 2025,91.98,,girls,2025,2023,insidelacrosse
39,Yellow Jackets South 2025 Blue,91.98,,girls,2025,2023,insidelacrosse
40,South Jersey Select 2025 Pink,91.63,,girls,2025,2023,insidelacrosse
41,Lake Effect Storm 2025 Elite (Red),91.62,,girls,2025,2023,insidelacrosse
42,3D Maryland 2025 Frederick,91.6,,girls,2025,2023,insidelacrosse
43,Team 180 2025,91.49,,girls,2025,2023,insidelacrosse
44,NEMS 2025,91.46,,girls,2025,2023,insidelacrosse
45,Mad Dog West Elite 2025,91.39,,girls,2025,2023,insidelacrosse
46,Mass Elite 2025 White,91.21,,girls,2025,2023,insidelacrosse
47,LI Liberty 2025 Black,91.11,,girls,2025,2023,insidelacrosse
48,Sky Walkers 2025 White,91.02,,girls,2025,2023,insidelacrosse
49,Denver Pride 2025,90.98,,girls,2025,2023,insidelacrosse
50,Team ONE Wildcat 2025,90.65,,girls,2025,2023,insidelacrosse
51,Ultimate CLT 2025 Blue,90.56,,girls,2025,2023,insidelacrosse
52,NH Tomahawks 2025 Purple,90.52,,girls,2025,2023,insidelacrosse
53,Predators 2025,90.37,,girls,2025,2023,insidelacrosse
54,Coppermine 2025 Black,90.32,,girls,2025,2023,insidelacrosse
55,Pride 2025 Black (Nova),90.31,,girls,2025,2023,insidelacrosse
56,LI Empire 2025 Green,90.26,,girls,2025,2023,insidelacrosse
57,Team 91 Carolina 2025,90.15,,girls,2025,2023,insidelacrosse
58,Orange Crush 2025,90.09,,girls,2025,2023,insidelacrosse
59,214Lax Dallas 2025,90.02,,girls,2025,2023,insidelacrosse
60,Bay State Bullets 2025 Silver,89.94,,girls,2025,2023,insidelacrosse
61,York Invaders 2025,89.9,,girls,2025,2023,insidelacrosse
62,Southern Zone 2025,89.77,,girls,2025,2023,insidelacrosse
63,Jersey Shore Select 2025 Blue,89.75,,girls,2025,2023,insidelacrosse
64,M&D 2025 Red,89.75,,girls,2025,2023,insidelacrosse
65,Granite State Elite 2025,89.72,,girls,2025,2023,insidelacrosse
66,Laxachusetts 2025 Black,89.71,,girls,2025,2023,insidelacrosse
67,Atlanta Storm 2025 Blue,89.65,,girls,2025,2023,insidelacrosse
68,Impact 2025,89.62,,girls,2025,2023,insidelacrosse
69,Lacrosse Monkey 2025,89.45,,girls,2025,2023,insidelacrosse
70,HoCo 2025 Black,89.39,,girls,2025,2023,insidelacrosse
71,Lax Maniax 2025 Black,89.34,,girls,2025,2023,insidelacrosse
72,Capital 2025 Orange,89.28,,girls,2025,2023,insidelacrosse
73,Pipeline Platinum 2025 Red,89.27,,girls,2025,2023,insidelacrosse
74,Hero's 2025 White,89.0,,girls,2025,2023,insidelacrosse
75,CLC 2025 Pride,88.94,,girls,2025,2023,insidelacrosse
76,Dynasty Elite 2025 Delta,88.9,,girls,2025,2023,insidelacrosse
77,TLC 2025 Red,88.74,,girls,2025,2023,insidelacrosse
78,Alliance National 2025,88.42,,girls,2025,2023,insidelacrosse
79,Lakeshore 2025,88.3,,girls,2025,2023,insidelacrosse
80,3D New England 2025,88.24,,girls,2025,2023,insidelacrosse
81,Mass Elite 2025 Blue,88.09,,girls,2025,2023,insidelacrosse
82,REV 2025 Black,88.09,,girls,2025,2023,insidelacrosse
83,UPROAR 2025 ELITE,88.02,,girls,2025,2023,insidelacrosse
84,LI Empire 2025,87.96,,girls,2025,2023,insidelacrosse
85,DelCo 2025 Select,87.95,,girls,2025,2023,insidelacrosse
86,Gold Coast 2025 GOLD,87.87,,girls,2025,2023,insidelacrosse
87,3D Colorado 2025 AA,87.79,,girls,2025,2023,insidelacrosse
88,Nor'easter 2025 Power,87.64,,girls,2025,2023,insidelacrosse
89,M&D Shore 2025 Black,87.62,,girls,2025,2023,insidelacrosse
90,Charlotte Style 2025,87.61,,girls,2025,2023,insidelacrosse
91,Lakeside Lacrosse Alpine 2025,87.57,,girls,2025,2023,insidelacrosse
92,All Lax Select 2025,87.48,,girls,2025,2023,insidelacrosse
93,Lucky Lax 2025,87.38,,girls,2025,2023,insidelacrosse
94,M&D Orlando 2025 Black,87.22,,girls,2025,2023,insidelacrosse
95,Yellow Jackets North 2025 Willams,87.21,,girls,2025,2023,insidelacrosse
96,DEWLAX 2025 CT,87.08,,girls,2025,2023,insidelacrosse
97,M&D 2025 Shore,86.95,,girls,2025,2023,insidelacrosse
98,Yellow Jackets North Rockland 2025,86.93,,girls,2025,2023,insidelacrosse
99,Metro 2025 Blue,86.91,,girls,2025,2023,insidelacrosse
100,Yellow Jackets Rockland 2025 Rock Boice,86.87,,girls,2025,2023,insidelacrosse
101,Minnesota Elite 2025,86.66,,girls,2025,2023,insidelacrosse
102,Snipers Elite 2025,86.63,,girls,2025,2023,insidelacrosse
103,Monster Elite 2025 White,86.57,,girls,2025,2023,insidelacrosse
104,PPLC 2025 Blue,86.55,,girls,2025,2023,insidelacrosse
105,Monster 2025 Blue,86.32,,girls,2025,2023,insidelacrosse
106,CLC 2025 Rise,86.24,,girls,2025,2023,insidelacrosse
107,Georgia Lady Outlaws 2025 Pink,86.23,,girls,2025,2023,insidelacrosse
108,Yellow Jackets Mid Atlantic 2025 Hoeg,86.11,,girls,2025,2023,insidelacrosse
109,Integrity 2025,86.09,,girls,2025,2023,insidelacrosse
110,BBL Elite 2025 Select,86.05,,girls,2025,2023,insidelacrosse
111,MFL 2025 Black,86.03,,girls,2025,2023,insidelacrosse
112,LI Yellow Jackets 2025 Galvin,86.01,,girls,2025,2023,insidelacrosse
113,Philadelphia Freedom 2025,86.0,,girls,2025,2023,insidelacrosse
114,Hoco Girls 2025 Black,85.95,,girls,2025,2023,insidelacrosse
115,True Illinois 2025 State,85.91,,girls,2025,2023,insidelacrosse
116,Integrity 2025 Green,85.88,,girls,2025,2023,insidelacrosse
117,South Coast 2025,85.81,,girls,2025,2023,insidelacrosse
118,Storm Select 2025,85.4,,girls,2025,2023,insidelacrosse
119,Florida Shine Elite 2025,85.38,,girls,2025,2023,insidelacrosse
120,LI Top Guns 2025 Purple,85.35,,girls,2025,2023,insidelacrosse
121,3D Maryland 2025 Baltimore,85.16,,girls,2025,2023,insidelacrosse
122,CCLAX 2025,85.16,,girls,2025,2023,insidelacrosse
123,Check-Hers Elite 2025 Black,85.16,,girls,2025,2023,insidelacrosse
124,Atlanta Storm 2025 Orange,85.12,,girls,2025,2023,insidelacrosse
125,Mad Dog NJ North 2025 Black,85.11,,girls,2025,2023,insidelacrosse
126,All American Aim 2025 Stars and Stripes,84.97,,girls,2025,2023,insidelacrosse
127,CheckHers 2025,84.96,,girls,2025,2023,insidelacrosse
128,MC Elite 2025 Midnight,84.92,,girls,2025,2023,insidelacrosse
129,Reign 2025,84.85,,girls,2025,2023,insidelacrosse
130,NXT 2025 Volt,84.84,,girls,2025,2023,insidelacrosse
131,Ultimate NJ 2025,84.82,,girls,2025,2023,insidelacrosse
132,Maxim 2025 Navy,84.8,,girls,2025,2023,insidelacrosse
133,SWLX 2025,84.45,,girls,2025,2023,insidelacrosse
134,Nor'easter 2025,84.42,,girls,2025,2023,insidelacrosse
135,Common Goal 2025,84.39,,girls,2025,2023,insidelacrosse
136,TRIUMPH 2025 NATIONAL PREMIER,84.32,,girls,2025,2023,insidelacrosse
137,True Pittsburg 2025,84.19,,girls,2025,2023,insidelacrosse
138,Check Hers 2025 Black,83.82,,girls,2025,2023,insidelacrosse
139,Laxachusetts 2025 Yellow,83.79,,girls,2025,2023,insidelacrosse
140,Lake Effect Storm Elite 2025 White,83.58,,girls,2025,2023,insidelacrosse
141,FCA Upstate NY 2025,83.56,,girls,2025,2023,insidelacrosse
142,Renegades 2025,83.43,,girls,2025,2023,insidelacrosse
143,Gold Star 2025,83.37,,girls,2025,2023,insidelacrosse
144,Boston LC 2025,83.34,,girls,2025,2023,insidelacrosse
145,DEWLAX 2025 BLUE,83.31,,girls,2025,2023,insidelacrosse
146,Ultimate PA 2025,83.16,,girls,2025,2023,insidelacrosse
147,Ultimate CC 2025,83.04,,girls,2025,2023,insidelacrosse
148,FLG Blue Devils 2025,83.03,,girls,2025,2023,insidelacrosse
149,MD United 2025 West,83.02,,girls,2025,2023,insidelacrosse
150,Xtreme 2025,82.96,,girls,2025,2023,insidelacrosse
151,GRIT Austin 2025,82.91,,girls,2025,2023,insidelacrosse
152,Lax On Elite 2025,82.71,,girls,2025,2023,insidelacrosse
153,STARS 2025 Blue,82.67,,girls,2025,2023,insidelacrosse
154,GRIT Houston 2025,82.63,,girls,2025,2023,insidelacrosse
155,Nor'easter 2025 Grit,82.56,,girls,2025,2023,insidelacrosse
156,NH Tomahawks 2025 Gold,82.49,,girls,2025,2023,insidelacrosse
157,SJ Shamrocks 2025,82.26,,girls,2025,2023,insidelacrosse
158,Ultimate NC 2025 Blue,82.23,,girls,2025,2023,insidelacrosse
159,Team 91 Long Island 2025 Mayhem,82.21,,girls,2025,2023,insidelacrosse
160,Phantastix 2025 West,82.14,,girls,2025,2023,insidelacrosse
161,Dynasty Elite 2025 Victor,82.11,,girls,2025,2023,insidelacrosse
162,Salt City Snipers 2025 Green,82.02,,girls,2025,2023,insidelacrosse
163,GSE 2025,81.97,,girls,2025,2023,insidelacrosse
164,MFL 2025 Blue,81.92,,girls,2025,2023,insidelacrosse
165,Team 91 Georgia 2025,81.87,,girls,2025,2023,insidelacrosse
166,Coast 2025 Elite,81.8,,girls,2025,2023,insidelacrosse
167,Belles 2025,81.57,,girls,2025,2023,insidelacrosse
168,Eagle Stix 2025 Grey,81.54,,girls,2025,2023,insidelacrosse
169,ADK 2025,81.53,,girls,2025,2023,insidelacrosse
170,Aces White 2025,81.45,,girls,2025,2023,insidelacrosse
171,Jets Pink 2025/2026,81.42,,girls,2025,2023,insidelacrosse
172,Lax Maniax 2025 White,81.25,,girls,2025,2023,insidelacrosse
173,Triple Threat Elite 2025 Steel,81.25,,girls,2025,2023,insidelacrosse
174,Pride 2025 White (Nova),81.22,,girls,2025,2023,insidelacrosse
175,Team Coastal 2025,81.11,,girls,2025,2023,insidelacrosse
176,Phantoms 2025,81.04,,girls,2025,2023,insidelacrosse
177,Gold Coast 2025 Black,80.95,,girls,2025,2023,insidelacrosse
178,Sidewinders 2025,80.9,,girls,2025,2023,insidelacrosse
179,Pride 2025 White,80.87,,girls,2025,2023,insidelacrosse
180,Relentless Hustle 2025,80.75,,girls,2025,2023,insidelacrosse
181,ADK Peak 2025,80.74,,girls,2025,2023,insidelacrosse
182,True PA Valley 2025 Black,80.74,,girls,2025,2023,insidelacrosse
183,Pure Advantage Premier 2025,80.7,,girls,2025,2023,insidelacrosse
184,LI Jesters 2025 Pink,80.54,,girls,2025,2023,insidelacrosse
185,Empress 2025,80.46,,girls,2025,2023,insidelacrosse
186,Circle City 2025 Titanium,80.3,,girls,2025,2023,insidelacrosse
187,Laxachusetts 2025 Navy,80.3,,girls,2025,2023,insidelacrosse
188,Pipeline Platinum Blue 2025,80.27,,girls,2025,2023,insidelacrosse
189,CLC 2025 Bold,80.2,,girls,2025,2023,insidelacrosse
190,Yellow Jackets South 2025 Gold,80.07,,girls,2025,2023,insidelacrosse
191,Team Razor 2025,79.98,,girls,2025,2023,insidelacrosse
192,Jersey Thunder 2025,79.92,,girls,2025,2023,insidelacrosse
193,ESLC Pirates 2025,79.65,,girls,2025,2023,insidelacrosse
194,CT Shoreline Sharks 2025,79.63,,girls,2025,2023,insidelacrosse
195,AFA 2025,79.6,,girls,2025,2023,insidelacrosse
196,REV 2025 Blue,79.34,,girls,2025,2023,insidelacrosse
197,Phantastix 2025 White,79.25,,girls,2025,2023,insidelacrosse
198,Next Level 2025,78.95,,girls,2025,2023,insidelacrosse
199,Dark Horse 2025/2026,78.88,,girls,2025,2023,insidelacrosse
200,Rebels 2025,78.57,,girls,2025,2023,insidelacrosse
201,518Excelerate 2025,78.36,,girls,2025,2023,insidelacrosse
202,Dynamite 2025 Black,78.35,,girls,2025,2023,insidelacrosse
203,Jersey SHORE Select 3 Point 2025,78.3,,girls,2025,2023,insidelacrosse
204,3d Garden State 2025/2026,77.8,,girls,2025,2023,insidelacrosse
205,Coppermine North 2025 Blue,77.73,,girls,2025,2023,insidelacrosse
206,Lotus 2025,77.69,,girls,2025,2023,insidelacrosse
207,TLC 2025 White,77.22,,girls,2025,2023,insidelacrosse
208,HOCO 2025 Pink,76.81,,girls,2025,2023,insidelacrosse
209,Yellow Jackets North 2025 Merriman,76.62,,girls,2025,2023,insidelacrosse
210,DEWLAX 2025 ORANGE,76.57,,girls,2025,2023,insidelacrosse
1,M&D 2024 Black,99.9,,girls,2024,2023,insidelacrosse
2,Monster Elite 2024 Purple,99.08,,girls,2024,2023,insidelacrosse
3,CT Grizzlies 2024 Navy,98.72,,girls,2024,2023,insidelacrosse
4,Sky Walkers 2024 Blue,98.45,,girls,2024,2023,insidelacrosse
5,LI Yellow Jackets Swarm 2024 Weiner,98.37,,girls,2024,2023,insidelacrosse
6,STEPS Elite NJ 2024 Blue,98.16,,girls,2024,2023,insidelacrosse
7,Florida Select 2024,97.48,,girls,2024,2023,insidelacrosse
8,NEMS 2024,97.26,,girls,2024,2023,insidelacrosse
9,STEPS California 2024,97.22,,girls,2024,2023,insidelacrosse
10,Big 4 HHH 2024,97.1,,girls,2024,2023,insidelacrosse
11,Hero's 2024 Green,97.09,,girls,2024,2023,insidelacrosse
12,Team 180 2024,96.96,,girls,2024,2023,insidelacrosse
13,Integrity 2024 Green,96.36,,girls,2024,2023,insidelacrosse
14,Capital 2024 Blue,96.09,,girls,2024,2023,insidelacrosse
15,LI Legacy 2024 Blue,95.97,,girls,2024,2023,insidelacrosse
16,Primetime 2024,95.78,,girls,2024,2023,insidelacrosse
17,DEWLAX 2024 Black,95.71,,girls,2024,2023,insidelacrosse
18,Mad Dog West Elite 2024,95.69,,girls,2024,2023,insidelacrosse
19,MD United 2024,95.65,,girls,2024,2023,insidelacrosse
20,Salt City Snipers 2024 Pink,95.56,,girls,2024,2023,insidelacrosse
21,Cav Lax Elite 2024,95.43,,girls,2024,2023,insidelacrosse
22,LI Top Guns 2024 Black,95.35,,girls,2024,2023,insidelacrosse
23,Jersey Shore Select 2024 Blue,95.06,,girls,2024,2023,insidelacrosse
24,Storm Select 2024,94.9,,girls,2024,2023,insidelacrosse
25,Mass Elite 2024 Red,94.8,,girls,2024,2023,insidelacrosse
26,Aim 2024,94.71,,girls,2024,2023,insidelacrosse
27,LI Yellow Jackets 2024 Kildare,94.46,,girls,2024,2023,insidelacrosse
28,MD United 2024 East,94.38,,girls,2024,2023,insidelacrosse
29,South Jersey Select 2024 Pink,94.31,,girls,2024,2023,insidelacrosse
30,LI Yellow Jackets 2024 Ramos,94.11,,girls,2024,2023,insidelacrosse
31,LI Liberty 2024 Black,94.05,,girls,2024,2023,insidelacrosse
32,M&D 2024 Red,94.04,,girls,2024,2023,insidelacrosse
33,Lake Effect Storm 2024 Elite,93.94,,girls,2024,2023,insidelacrosse
34,Lax Maniax 2024 Black,93.88,,girls,2024,2023,insidelacrosse
35,Laxachusetts 2024 Black,93.83,,girls,2024,2023,insidelacrosse
36,3D Colorado 2024 AA,93.77,,girls,2024,2023,insidelacrosse
37,Eagle Stix 2024 Blue,93.7,,girls,2024,2023,insidelacrosse
38,NXT 2024 Black,93.6,,girls,2024,2023,insidelacrosse
39,Tenacity 2024,93.59,,girls,2024,2023,insidelacrosse
40,Phantastix 2024 Purple,93.59,,girls,2024,2023,insidelacrosse
41,BBL Elite 2024 Black,93.58,,girls,2024,2023,insidelacrosse
42,CLC 2024 Pride,93.26,,girls,2024,2023,insidelacrosse
43,Lacrosse Monkey 2024,93.18,,girls,2024,2023,insidelacrosse
44,Capital 2024 Orange,93.11,,girls,2024,2023,insidelacrosse
45,Snipers Elite 2024,93.08,,girls,2024,2023,insidelacrosse
46,REV 2024 Black,92.92,,girls,2024,2023,insidelacrosse
47,Renegades 2024,92.91,,girls,2024,2023,insidelacrosse
48,Team ONE Wildcat 2024,92.86,,girls,2024,2023,insidelacrosse
49,NH Tomahawks 2024 Purple,92.76,,girls,2024,2023,insidelacrosse
50,Predators 2024,92.71,,girls,2024,2023,insidelacrosse
51,Charlotte Style 2024,92.69,,girls,2024,2023,insidelacrosse
52,Yellow Jackets South 2024,92.63,,girls,2024,2023,insidelacrosse
53,Check-Hers 2024 Black,92.58,,girls,2024,2023,insidelacrosse
54,TLC 2024 Red,92.51,,girls,2024,2023,insidelacrosse
55,Southern Zone 2024,92.33,,girls,2024,2023,insidelacrosse
56,M&D Orlando 2024 Black,91.81,,girls,2024,2023,insidelacrosse
57,Ultimate Elite 2024,91.7,,girls,2024,2023,insidelacrosse
58,Monster Elite 2024 White,91.65,,girls,2024,2023,insidelacrosse
59,Hero's 2024 White,91.63,,girls,2024,2023,insidelacrosse
60,Hill Academy 2024,91.45,,girls,2024,2023,insidelacrosse
61,UPROAR 2024 ELITE,91.39,,girls,2024,2023,insidelacrosse
62,C2 Select 2024 Black,91.33,,girls,2024,2023,insidelacrosse
63,Dynasty Elite 2024 Zulu,91.33,,girls,2024,2023,insidelacrosse
64,Triple Threat Elite Central 2024,91.28,,girls,2024,2023,insidelacrosse
65,LI Yellow Jackets 2024 Gold,91.23,,girls,2024,2023,insidelacrosse
66,Team 91 Carolina 2024 (Blue),91.1,,girls,2024,2023,insidelacrosse
67,Ultimate CC 2024 Blue,91.0,,girls,2024,2023,insidelacrosse
68,Pride 2024 Black,90.96,,girls,2024,2023,insidelacrosse
69,Sky Walkers 2024 White,90.96,,girls,2024,2023,insidelacrosse
70,Lakeshore 2024,90.88,,girls,2024,2023,insidelacrosse
71,Ultimate PA 2024 Blue,90.81,,girls,2024,2023,insidelacrosse
72,Impact 2024,90.78,,girls,2024,2023,insidelacrosse
73,Sound Lacrosse 2024,90.7,,girls,2024,2023,insidelacrosse
74,Philly Blast 2024,90.58,,girls,2024,2023,insidelacrosse
75,LI Jesters 2024 Black,90.58,,girls,2024,2023,insidelacrosse
76,Pipeline Platinum Red 2024,90.39,,girls,2024,2023,insidelacrosse
77,Mid Penn Blaze 2024,90.32,,girls,2024,2023,insidelacrosse
78,ADK Peak 2024,90.31,,girls,2024,2023,insidelacrosse
79,VA Metro 2024 Navy,90.28,,girls,2024,2023,insidelacrosse
80,Gold Coast 2024 Gold,90.27,,girls,2024,2023,insidelacrosse
81,Team 91 Long Island 2024 Orange,90.24,,girls,2024,2023,insidelacrosse
82,Arc Lacrosse 2024,90.04,,girls,2024,2023,insidelacrosse
83,TNLAX 2024/2025 Select,90.0,,girls,2024,2023,insidelacrosse
84,STEPS Elite NJ 2024 White,89.97,,girls,2024,2023,insidelacrosse
85,Bay State Bullets 2024 Silver,89.87,,girls,2024,2023,insidelacrosse
86,LI Yellow Jackets 2024 O'Sullivan,89.87,,girls,2024,2023,insidelacrosse
87,Bluegrass Premier 2024,89.78,,girls,2024,2023,insidelacrosse
88,Coppermine 2024 Black,89.78,,girls,2024,2023,insidelacrosse
89,LI Empire 2024 Bengals,89.73,,girls,2024,2023,insidelacrosse
90,FLG All LI 2024 (Hungtington),89.72,,girls,2024,2023,insidelacrosse
91,Reign 2024,89.71,,girls,2024,2023,insidelacrosse
92,Ultimate NJ 2024 Blue,89.62,,girls,2024,2023,insidelacrosse
93,Atlanta Storm 2024 Blue,89.57,,girls,2024,2023,insidelacrosse
94,York Invaders 2024,89.57,,girls,2024,2023,insidelacrosse
95,True National 2024,89.55,,girls,2024,2023,insidelacrosse
96,PA Express 2024 Orange,89.54,,girls,2024,2023,insidelacrosse
97,Coast 2024 Elite,89.54,,girls,2024,2023,insidelacrosse
98,Xtreme 2024,89.53,,girls,2024,2023,insidelacrosse
99,ADK 2024,89.51,,girls,2024,2023,insidelacrosse
100,TLC 2024 Gold,89.48,,girls,2024,2023,insidelacrosse
101,No Excuse 2024,89.48,,girls,2024,2023,insidelacrosse
102,Team 91 Long Island 2024 Pride,89.46,,girls,2024,2023,insidelacrosse
103,Belles 2024,89.4,,girls,2024,2023,insidelacrosse
104,Pittsburgh Premier 2024 Blue,89.31,,girls,2024,2023,insidelacrosse
105,HGR 2024,89.28,,girls,2024,2023,insidelacrosse
106,DEWLAX 2024 BLUE,89.22,,girls,2024,2023,insidelacrosse
107,C2 Select 2024,89.22,,girls,2024,2023,insidelacrosse
108,LA Select Black 2024,89.22,,girls,2024,2023,insidelacrosse
109,Nor'easter 2024 Power,89.16,,girls,2024,2023,insidelacrosse
110,All Lax 2024,89.11,,girls,2024,2023,insidelacrosse
111,Boston LC 2024,89.11,,girls,2024,2023,insidelacrosse
112,Atlanta Storm 2024,89.1,,girls,2024,2023,insidelacrosse
113,Big Fish 2024/2025,89.08,,girls,2024,2023,insidelacrosse
114,GRIT Austin 2024,89.03,,girls,2024,2023,insidelacrosse
115,Granite State Elite 2024,89.0,,girls,2024,2023,insidelacrosse
116,M&D 2024 White,88.91,,girls,2024,2023,insidelacrosse
117,Ultimate CLT 2024 Blue,88.88,,girls,2024,2023,insidelacrosse
118,FLG Blue Devils 2024,88.74,,girls,2024,2023,insidelacrosse
119,Major Force Black 2024,88.72,,girls,2024,2023,insidelacrosse
120,GRIT Dallas 2024,88.69,,girls,2024,2023,insidelacrosse
121,214Lax Dallas 2024,88.64,,girls,2024,2023,insidelacrosse
122,SJ Shamrocks 2024,88.63,,girls,2024,2023,insidelacrosse
123,Relentless Hustle 2024,88.56,,girls,2024,2023,insidelacrosse
124,LI Top Guns 2024 Purple,88.4,,girls,2024,2023,insidelacrosse
125,NXT 2024 Volt,88.36,,girls,2024,2023,insidelacrosse
126,Crossroads 2024,88.34,,girls,2024,2023,insidelacrosse
127,Yellow Jackets North 2024 Mager,88.29,,girls,2024,2023,insidelacrosse
128,True Illinois 2024 State,88.28,,girls,2024,2023,insidelacrosse
129,Eagle Stix 2024 Grey,88.27,,girls,2024,2023,insidelacrosse
130,Lucky Lax 2024,88.22,,girls,2024,2023,insidelacrosse
131,Common Goal 2024,88.21,,girls,2024,2023,insidelacrosse
132,5280 Lacrosse 2024,88.12,,girls,2024,2023,insidelacrosse
133,Orange Crush 2024,88.01,,girls,2024,2023,insidelacrosse
134,Metro 2024 Blue,87.93,,girls,2024,2023,insidelacrosse
135,Mad Dog NJ North 2024 Black,87.91,,girls,2024,2023,insidelacrosse
136,Triumph 2024 National Premier,87.91,,girls,2024,2023,insidelacrosse
137,Lax On Elite 2024,87.9,,girls,2024,2023,insidelacrosse
138,Ultimate NC 2024 Blue,87.84,,girls,2024,2023,insidelacrosse
139,Salt City Snipers 2024 Green,87.78,,girls,2024,2023,insidelacrosse
140,CCLAX 2024,87.76,,girls,2024,2023,insidelacrosse
141,AFA 2024,87.76,,girls,2024,2023,insidelacrosse
142,Mass Elite 2024 White,87.68,,girls,2024,2023,insidelacrosse
143,3D New England 2024,87.62,,girls,2024,2023,insidelacrosse
144,MC Elite 2024 Midnight,87.27,,girls,2024,2023,insidelacrosse
145,GSE 2024,87.27,,girls,2024,2023,insidelacrosse
146,Minnesota Elite 2024,87.02,,girls,2024,2023,insidelacrosse
147,Grit Houston 2024,86.97,,girls,2024,2023,insidelacrosse
148,Monster 2024 Blue,86.85,,girls,2024,2023,insidelacrosse
149,M&D Shore 2024 Black,86.78,,girls,2024,2023,insidelacrosse
150,CLC 2024 Bold,86.55,,girls,2024,2023,insidelacrosse
151,FCA Upstate 2024,86.55,,girls,2024,2023,insidelacrosse
152,Nor'easter 2024 Grit,86.51,,girls,2024,2023,insidelacrosse
153,Pride 2024 Loudon,86.46,,girls,2024,2023,insidelacrosse
